date,mean_x,mean_y,temp
2020-06-03,15.2876184605,26.1402122709,20.71
2020-06-04,13.7501291198,24.0496744168,18.9
2020-06-05,10.9931810226,24.8235160569,17.91
2020-06-06,12.8430579915,21.0985021238,16.97
2020-06-07,12.430475458699998,20.9563085179,16.69
2020-06-08,8.35589369727,24.037454558,16.2
2020-06-09,9.4010640633,23.8351352715,16.62
2020-06-10,13.0619256585,24.3717036012,18.72
2020-06-11,11.401912503800002,19.5715329382,15.49
2020-06-12,12.294043117100001,19.936811641400002,16.12
2020-06-13,11.7117865321,22.727271963000003,17.22
2020-06-14,10.4300574991,22.255637769299998,16.34
2020-06-15,11.2802187219,24.205190841100002,17.74
2020-06-16,13.4393709206,22.636991483200003,18.04
2020-06-17,11.6139321504,22.944018929099997,17.28
2020-06-18,10.6312154752,23.7387727455,17.18
2020-06-19,9.989270957899999,24.298153088400003,17.14
