data,confirmados_arsnorte,confirmados_arscentro,confirmados_arslvt,confirmados_arsalentejo,confirmados_arsalgarve,confirmados_acores,confirmados_madeira,obitos_arsnorte,obitos_arscentro,obitos_arslvt,obitos_arsalentejo,obitos_arsalgarve,obitos_acores,obitos_madeira,confirmados_arsnorte_log,confirmados_arscentro_log,confirmados_arslvt_log,confirmados_arsalentejo_log,confirmados_arsalgarve_log,confirmados_acores_log,confirmados_madeira_log,confirmados_arsnorte_diff,confirmados_arscentro_diff,confirmados_arslvt_diff,confirmados_arsalentejo_diff,confirmados_arsalgarve_diff,confirmados_acores_diff,confirmados_madeira_diff,obitos_arsnorte_log,obitos_arscentro_log,obitos_arslvt_log,obitos_arsalentejo_log,obitos_arsalgarve_log,obitos_acores_log,obitos_madeira_log,obitos_arsnorte_diff,obitos_arscentro_diff,obitos_arslvt_diff,obitos_arsalentejo_diff,obitos_arsalgarve_diff,obitos_acores_diff,obitos_madeira_diff
2020-03-07,15,1,5,0,0,0,0,0,0,0,0,0,0,0,2.70805020110221,0.0,1.6094379124341003,0.0,0.0,0.0,0.0,7,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2020-03-08,22,1,6,0,1,0,0,0,0,0,0,0,0,0,3.091042453358316,0.0,1.791759469228055,0.0,0.0,0.0,0.0,7,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2020-03-09,27,1,9,0,2,0,0,0,0,0,0,0,0,0,3.295836866004329,0.0,2.1972245773362196,0.0,0.6931471805599453,0.0,0.0,5,0,3,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2020-03-10,27,2,10,0,2,0,0,0,0,0,0,0,0,0,3.295836866004329,0.6931471805599453,2.302585092994046,0.0,0.6931471805599453,0.0,0.0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2020-03-11,36,3,17,0,3,0,0,0,0,0,0,0,0,0,3.58351893845611,1.0986122886681098,2.833213344056216,0.0,1.0986122886681098,0.0,0.0,9,1,7,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2020-03-12,44,5,23,0,5,0,0,0,0,0,0,0,0,0,3.784189633918261,1.6094379124341003,3.1354942159291497,0.0,1.6094379124341003,0.0,0.0,8,2,6,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2020-03-13,53,6,46,0,6,0,0,0,0,0,0,0,0,0,3.970291913552122,1.791759469228055,3.828641396489095,0.0,1.791759469228055,0.0,0.0,9,1,23,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2020-03-14,77,8,73,0,7,0,0,0,0,0,0,0,0,0,4.343805421853684,2.0794415416798357,4.290459441148391,0.0,1.9459101490553132,0.0,0.0,24,2,27,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2020-03-15,103,10,116,0,10,1,0,0,0,0,0,0,0,0,4.634728988229636,2.302585092994046,4.7535901911063645,0.0,2.302585092994046,0.0,0.0,26,2,43,0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2020-03-16,138,31,142,0,13,1,0,0,0,0,0,0,0,0,4.927253685157205,3.4339872044851463,4.955827057601261,0.0,2.5649493574615367,0.0,0.0,35,21,26,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2020-03-17,196,51,180,0,14,1,0,0,0,1,0,0,0,0,5.278114659230517,3.9318256327243257,5.19295685089021,0.0,2.6390573296152584,0.0,0.0,58,20,38,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
2020-03-18,289,74,243,2,21,3,1,0,0,1,0,0,0,0,5.666426688112432,4.30406509320417,5.493061443340548,0.6931471805599453,3.044522437723423,1.0986122886681098,0.0,93,23,63,2,7,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2020-03-19,381,86,278,2,25,3,1,0,1,2,0,0,0,0,5.942799375126701,4.454347296253507,5.627621113690637,0.6931471805599453,3.2188758248682006,1.0986122886681098,0.0,92,12,35,0,4,0,0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0
2020-03-20,506,106,361,2,29,3,1,1,2,2,0,1,0,0,6.226536669287466,4.663439094112067,5.8888779583328805,0.6931471805599453,3.367295829986474,1.0986122886681098,0.0,125,20,83,0,4,0,0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
2020-03-21,644,137,448,3,31,3,5,4,4,3,0,1,0,0,6.467698726104354,4.919980925828125,6.104793232414985,1.0986122886681098,3.4339872044851463,1.0986122886681098,1.6094379124341003,138,31,87,1,2,0,4,1.3862943611198906,1.3862943611198906,1.0986122886681098,0.0,0.0,0.0,0.0,3,2,1,0,0,0,0
2020-03-22,825,180,534,5,35,4,7,5,4,4,0,1,0,0,6.715383386334681,5.19295685089021,6.280395838960195,1.6094379124341003,3.5553480614894135,1.3862943611198906,1.9459101490553132,181,43,86,2,4,1,2,1.6094379124341003,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0
2020-03-23,1007,238,737,5,42,11,9,9,5,8,0,1,0,0,6.914730892718563,5.472270673671475,6.602587892189336,1.6094379124341003,3.7376696182833684,2.3978952727983707,2.1972245773362196,182,58,203,0,7,7,2,2.1972245773362196,1.6094379124341003,2.0794415416798357,0.0,0.0,0.0,0.0,4,1,4,0,0,0,0
2020-03-24,1130,293,852,6,46,12,12,14,6,12,0,1,0,0,7.029972911706386,5.680172609017068,6.747586526829315,1.791759469228055,3.828641396489095,2.4849066497880004,2.4849066497880004,123,55,115,1,4,1,3,2.6390573296152584,1.791759469228055,2.4849066497880004,0.0,0.0,0.0,0.0,5,1,4,0,0,0,0
2020-03-25,1517,365,992,12,62,17,16,20,10,12,0,1,0,0,7.324489979348532,5.8998973535824915,6.899723107284872,2.4849066497880004,4.127134385045092,2.833213344056216,2.772588722239781,387,72,140,6,16,5,4,2.995732273553991,2.302585092994046,2.4849066497880004,0.0,0.0,0.0,0.0,6,4,0,0,0,0,0
2020-03-26,1858,435,1082,20,89,24,15,28,13,18,0,1,0,0,7.527255919373784,6.075346031088684,6.9865664594064265,2.995732273553991,4.48863636973214,3.1780538303479458,2.70805020110221,341,70,90,8,27,7,-1,3.332204510175204,2.5649493574615367,2.8903717578961645,0.0,0.0,0.0,0.0,8,3,6,0,0,0,0
2020-03-27,2443,520,1110,30,99,24,21,33,18,24,0,1,0,0,7.8009820712577405,6.253828811575473,7.01211529430638,3.4011973816621555,4.59511985013459,3.1780538303479458,3.044522437723423,585,85,28,10,10,0,6,3.4965075614664802,2.8903717578961645,3.1780538303479458,0.0,0.0,0.0,0.0,5,5,6,0,0,0,0
2020-03-28,3035,647,1287,34,106,30,31,44,28,27,0,1,0,0,8.017966703493599,6.472346294500901,7.160069207596127,3.5263605246161616,4.663439094112067,3.4011973816621555,3.4339872044851463,592,127,177,4,7,6,10,3.784189633918261,3.332204510175204,3.295836866004329,0.0,0.0,0.0,0.0,11,10,3,0,0,0,0
2020-03-29,3550,709,1478,41,108,33,43,61,28,28,0,2,0,0,8.174702882469461,6.5638555265321274,7.298445101508147,3.713572066704308,4.68213122712422,3.4965075614664802,3.7612001156935624,515,62,191,7,2,3,12,4.110873864173311,3.332204510175204,3.332204510175204,0.0,0.6931471805599453,0.0,0.0,17,0,1,0,1,0,0
2020-03-30,3801,784,1577,45,116,41,44,74,34,30,0,2,0,0,8.24301946898925,6.664409020350408,7.3632795869630385,3.8066624897703196,4.7535901911063645,3.713572066704308,3.784189633918261,251,75,99,4,8,8,1,4.30406509320417,3.5263605246161616,3.4011973816621555,0.0,0.6931471805599453,0.0,0.0,13,6,2,0,0,0,0
2020-03-31,4452,911,1799,50,137,48,46,83,40,35,0,2,0,0,8.401108712395436,6.814542897259958,7.4949862339505335,3.912023005428146,4.919980925828125,3.871201010907891,3.828641396489095,651,127,222,5,21,7,2,4.418840607796598,3.6888794541139363,3.5553480614894135,0.0,0.6931471805599453,0.0,0.0,9,6,5,0,0,0,0
2020-04-01,4910,1043,1998,54,146,52,48,95,52,38,0,2,0,0,8.499029220788566,6.949856455000773,7.599901959208498,3.9889840465642745,4.983606621708336,3.9512437185814275,3.871201010907891,458,132,199,4,9,4,2,4.553876891600541,3.9512437185814275,3.6375861597263857,0.0,0.6931471805599453,0.0,0.0,12,12,3,0,0,0,0
2020-04-02,5338,1161,2207,59,164,57,48,107,55,44,0,3,0,0,8.58260632996447,7.057036981697891,7.699389406256737,4.07753744390572,5.099866427824199,4.04305126783455,3.871201010907891,428,118,209,5,18,5,0,4.672828834461906,4.007333185232471,3.784189633918261,0.0,1.0986122886681098,0.0,0.0,12,3,6,0,1,0,0
2020-04-03,5899,1286,2347,62,179,63,50,130,61,51,1,3,0,0,8.682538124003075,7.1592919047975645,7.760893195851024,4.127134385045092,5.187385805840755,4.143134726391533,3.912023005428146,561,125,140,3,15,6,2,4.867534450455582,4.110873864173311,3.9318256327243257,0.0,1.0986122886681098,0.0,0.0,23,6,7,1,0,0,0
2020-04-04,6280,1372,2513,63,182,63,51,141,66,54,0,5,0,0,8.745125259462244,7.22402480828583,7.829232537543592,4.143134726391533,5.204006687076795,4.143134726391533,3.9318256327243257,381,86,166,1,3,0,1,4.948759890378168,4.189654742026425,3.9889840465642745,0.0,1.6094379124341003,0.0,0.0,11,5,3,-1,2,0,0
2020-04-05,6530,1442,2904,82,201,67,52,158,72,58,0,7,0,0,8.784162222270476,7.273786317844895,7.973844375944687,4.406719247264253,5.303304908059076,4.204692619390966,3.9512437185814275,250,70,391,19,19,4,1,5.062595033026967,4.276666119016055,4.060443010546419,0.0,1.9459101490553132,0.0,0.0,17,6,4,0,2,0,0
2020-04-06,6706,1521,3070,84,229,68,52,168,76,60,0,7,0,0,8.810757927026174,7.327123292259293,8.029432840581244,4.430816798843313,5.43372200355424,4.219507705176107,3.9512437185814275,176,79,166,2,28,1,0,5.123963979403259,4.330733340286331,4.0943445622221,0.0,1.9459101490553132,0.0,0.0,10,4,2,0,0,0,0
2020-04-07,7052,1766,3185,85,234,68,52,186,88,64,0,7,0,0,8.861066543517762,7.476472381163905,8.066207568006265,4.442651256490317,5.455321115357702,4.219507705176107,3.9512437185814275,346,245,115,1,5,0,0,5.225746673713202,4.477336814478207,4.1588830833596715,0.0,1.9459101490553132,0.0,0.0,18,12,4,0,0,0,0
2020-04-08,7386,1865,3424,93,251,70,52,208,96,68,0,8,0,0,8.90734159541251,7.5310163320779155,8.138564737261632,4.532599493153256,5.5254529391317835,4.248495242049359,3.9512437185814275,334,99,239,8,17,2,0,5.337538079701318,4.564348191467836,4.219507705176107,0.0,2.0794415416798357,0.0,0.0,22,8,4,0,1,0,0
2020-04-09,8102,1905,3451,94,260,91,53,224,104,72,0,8,1,0,8.999866223762636,7.552237287560802,8.146419323098003,4.543294782270004,5.560681631015528,4.51085950651685,3.970291913552122,716,40,27,1,9,21,1,5.4116460518550396,4.6443908991413725,4.276666119016055,0.0,2.0794415416798357,0.0,0.0,16,8,4,0,0,1,0
2020-04-10,8897,2197,3821,125,279,94,59,240,107,78,0,8,2,0,9.093469420244768,7.69484807238461,8.2482674474469,4.8283137373023015,5.631211781821365,4.543294782270004,4.07753744390572,795,292,370,31,19,3,6,5.480638923341991,4.672828834461906,4.356708826689592,0.0,2.0794415416798357,0.6931471805599453,0.0,16,3,6,0,0,1,0
2020-04-11,9264,2327,3834,130,279,94,59,258,113,87,0,9,3,0,9.133891199812776,7.752335163302292,8.251663923605589,4.867534450455582,5.631211781821365,4.543294782270004,4.07753744390572,367,130,13,5,0,0,0,5.552959584921617,4.727387818712341,4.465908118654584,0.0,2.1972245773362196,1.0986122886681098,0.0,18,6,9,0,1,1,0
2020-04-12,9747,2426,3841,139,279,94,59,280,120,91,0,9,4,0,9.18471482433721,7.793999089503996,8.253488028345904,4.9344739331306915,5.631211781821365,4.543294782270004,4.07753744390572,483,99,7,9,0,0,0,5.634789603169249,4.787491742782046,4.51085950651685,0.0,2.1972245773362196,1.3862943611198906,0.0,22,7,4,0,0,1,0
2020-04-13,9984,2477,3896,140,284,94,59,303,123,96,0,9,4,0,9.208739090609209,7.814803429489359,8.267705664762426,4.941642422609304,5.648974238161206,4.543294782270004,4.07753744390572,237,51,55,1,5,0,0,5.713732805509369,4.812184355372417,4.564348191467836,0.0,2.1972245773362196,1.3862943611198906,0.0,23,3,5,0,0,0,0
2020-04-14,10302,2549,3994,155,289,100,59,321,131,102,0,9,4,0,9.24009333012553,7.8434564043761155,8.29254851397576,5.043425116919247,5.666426688112432,4.605170185988092,4.07753744390572,318,72,98,15,5,6,0,5.771441123130016,4.875197323201151,4.624972813284271,0.0,2.1972245773362196,1.3862943611198906,0.0,18,8,6,0,0,0,0
2020-04-15,10751,2629,4102,155,295,100,59,339,136,111,0,9,4,0,9.282754052485227,7.874358824729881,8.319229938632326,5.043425116919247,5.68697535633982,4.605170185988092,4.07753744390572,449,80,108,0,6,0,0,5.82600010738045,4.912654885736052,4.709530201312334,0.0,2.1972245773362196,1.3862943611198906,0.0,18,5,9,0,0,0,0
2020-04-16,11237,2756,4237,156,300,102,53,355,146,115,0,9,4,0,9.326967183907902,7.9215356321335495,8.351610750626559,5.049856007249537,5.703782474656201,4.624972813284271,3.970291913552122,486,127,135,1,5,2,-6,5.872117789475416,4.983606621708336,4.74493212836325,0.0,2.1972245773362196,1.3862943611198906,0.0,16,10,4,0,0,0,0
2020-04-17,11324,2778,4302,158,305,102,53,377,148,119,0,9,4,0,9.33467964623179,7.9294865233142895,8.366835309827675,5.062595033026967,5.720311776607412,4.624972813284271,3.970291913552122,87,22,65,2,5,0,0,5.932245187448011,4.997212273764115,4.77912349311153,0.0,2.1972245773362196,1.3862943611198906,0.0,22,2,4,0,0,0,0
2020-04-18,11762,2863,4438,158,306,104,54,393,157,124,0,9,4,0,9.372629275019902,7.959625305098115,8.39795910349254,5.062595033026967,5.723585101952381,4.6443908991413725,3.9889840465642745,438,85,136,0,1,2,1,5.973809611869261,5.056245805348308,4.820281565605037,0.0,2.1972245773362196,1.3862943611198906,0.0,16,9,5,0,0,0,0
2020-04-19,12148,2923,4500,158,310,106,61,409,164,126,0,10,5,0,9.404919826165639,7.980365765111246,8.411832675758411,5.062595033026967,5.736572297479192,4.663439094112067,4.110873864173311,386,60,62,0,4,2,7,6.013715156042802,5.099866427824199,4.836281906951478,0.0,2.302585092994046,1.6094379124341003,0.0,16,7,2,0,1,1,0
2020-04-20,12543,2952,4709,161,311,107,80,424,164,130,0,11,6,0,9.436918020024674,7.990238185720363,8.457230850243555,5.081404364984463,5.739792912179234,4.672828834461906,4.382026634673881,395,29,209,3,1,1,19,6.049733455231958,5.099866427824199,4.867534450455582,0.0,2.3978952727983707,1.791759469228055,0.0,15,0,4,0,1,1,0
2020-04-21,12806,2999,4896,173,313,107,85,441,171,133,0,11,6,0,9.457669090078747,8.00603417874901,8.496173824192162,5.153291594497779,5.746203190540153,4.672828834461906,4.442651256490317,263,47,187,12,2,0,5,6.089044875446846,5.14166355650266,4.890349128221754,0.0,2.3978952727983707,1.791759469228055,0.0,17,7,3,0,0,0,0
2020-04-22,13150,3053,5093,176,316,109,85,454,175,138,1,11,6,0,9.48417703760591,8.023879992734878,8.535622326884605,5.170483995038151,5.755742213586912,4.6913478822291435,4.442651256490317,344,54,197,3,3,2,0,6.118097198041348,5.1647859739235145,4.927253685157205,0.0,2.3978952727983707,1.791759469228055,0.0,13,4,5,1,0,0,0
2020-04-23,13382,3084,5194,181,318,109,85,475,179,146,1,11,8,0,9.501665799342762,8.03398273468322,8.555259392222693,5.198497031265826,5.762051382780177,4.6913478822291435,4.442651256490317,232,31,101,5,2,0,0,6.163314804034641,5.187385805840755,4.983606621708336,0.0,2.3978952727983707,2.0794415416798357,0.0,21,4,8,0,0,2,0
2020-04-24,13707,3116,5277,183,320,109,85,491,183,160,1,11,8,0,9.525661930231381,8.044305406990638,8.571113033405668,5.209486152841421,5.768320995793772,4.6913478822291435,4.442651256490317,325,32,83,2,2,0,0,6.19644412779452,5.209486152841421,5.075173815233827,0.0,2.3978952727983707,2.0794415416798357,0.0,16,4,14,0,0,0,0
2020-04-25,13951,3183,5435,185,320,111,86,502,188,170,1,11,8,0,9.543306469268108,8.065579427282092,8.60061479955531,5.220355825078324,5.768320995793772,4.709530201312334,4.454347296253507,244,67,158,2,0,2,1,6.218600119691729,5.236441962829949,5.135798437050262,0.0,2.3978952727983707,2.0794415416798357,0.0,11,5,10,0,0,0,0
2020-04-26,14205,3232,5531,187,322,120,86,519,188,175,1,12,8,0,9.561349294288288,8.080856419640986,8.618123909994678,5.231108616854587,5.7745515455444085,4.787491742782046,4.454347296253507,254,49,96,2,2,9,0,6.251903883165888,5.236441962829949,5.1647859739235145,0.0,2.4849066497880004,2.0794415416798357,0.0,17,0,5,0,1,0,0
2020-04-27,14315,3252,5556,189,328,120,86,536,191,179,1,12,9,0,9.569063217532216,8.087025470667701,8.622633703874234,5.241747015059643,5.793013608384144,4.787491742782046,4.454347296253507,110,20,25,2,6,0,0,6.284134161070802,5.25227342804663,5.187385805840755,0.0,2.4849066497880004,2.1972245773362196,0.0,17,3,4,0,0,1,0
2020-04-28,14521,3289,5593,201,330,121,86,546,194,185,1,12,10,0,9.583351156530737,8.098338846189057,8.629271094821588,5.303304908059076,5.799092654460526,4.795790545596741,4.454347296253507,206,37,37,12,2,1,0,6.302618975744905,5.267858159063328,5.220355825078324,0.0,2.4849066497880004,2.302585092994046,0.0,10,3,6,0,0,1,0
2020-04-29,14534,3340,5695,214,330,125,86,556,196,195,1,13,12,0,9.584246011176582,8.113726085970747,8.647343875881283,5.365976015021851,5.799092654460526,4.8283137373023015,4.454347296253507,13,51,102,13,0,4,0,6.320768294250582,5.278114659230517,5.272999558563747,0.0,2.5649493574615367,2.4849066497880004,0.0,10,2,10,0,1,2,0
2020-04-30,14726,3389,5815,218,331,127,86,566,198,199,1,13,12,0,9.597369917928662,8.128290171607052,8.668196064952765,5.384495062789089,5.802118375377063,4.844187086458591,4.454347296253507,192,49,120,4,1,2,0,6.338594078203183,5.288267030694535,5.293304824724492,0.0,2.5649493574615367,2.4849066497880004,0.0,10,2,4,0,0,0,0
2020-05-01,14867,3419,5939,218,331,127,86,578,201,202,1,13,12,0,9.60689927061335,8.137103389639302,8.68929604801586,5.384495062789089,5.802118375377063,4.844187086458591,4.454347296253507,141,30,124,0,0,0,0,6.359573868672378,5.303304908059076,5.308267697401205,0.0,2.5649493574615367,2.4849066497880004,0.0,12,3,3,0,0,0,0
2020-05-02,14951,3426,6047,218,331,131,86,585,206,205,1,13,13,0,9.612533466213927,8.139148678884066,8.707317560273212,5.384495062789089,5.802118375377063,4.875197323201151,4.454347296253507,84,7,108,0,0,4,0,6.371611847231857,5.327876168789581,5.3230099791384085,0.0,2.5649493574615367,2.5649493574615367,0.0,7,5,3,0,0,1,0
2020-05-03,15021,3447,6047,218,331,132,86,597,209,210,1,13,13,0,9.617204500998055,8.145259566516865,8.707317560273212,5.384495062789089,5.802118375377063,4.882801922586371,4.454347296253507,70,21,0,0,0,1,0,6.391917113392602,5.342334251964811,5.3471075307174685,0.0,2.5649493574615367,2.5649493574615367,0.0,12,3,5,0,0,0,0
2020-05-04,15141,3478,6136,218,333,132,86,609,209,218,1,13,13,0,9.625161575008372,8.154212694914229,8.721928343047091,5.384495062789089,5.808142489980444,4.882801922586371,4.454347296253507,120,31,89,0,2,0,0,6.411818267709897,5.342334251964811,5.384495062789089,0.0,2.5649493574615367,2.5649493574615367,0.0,12,0,8,0,0,0,0
2020-05-05,15199,3489,6241,220,335,132,86,613,211,223,1,13,13,0,9.628984915196462,8.157370441186774,8.738895704934043,5.393627546352362,5.814130531825066,4.882801922586371,4.454347296253507,58,11,105,2,2,0,0,6.418364935936212,5.351858133476067,5.407171771460119,0.0,2.5649493574615367,2.5649493574615367,0.0,4,2,5,0,0,0,0
2020-05-06,15256,3505,6641,220,342,132,86,623,213,226,1,13,13,0,9.632728147280256,8.16194579946869,8.801017833540714,5.393627546352362,5.834810737062605,4.882801922586371,4.454347296253507,57,16,400,0,7,0,0,6.434546518787453,5.3612921657094255,5.420534999272286,0.0,2.5649493574615367,2.5649493574615367,0.0,10,2,3,0,0,0,0
2020-05-07,15450,3545,6935,220,343,132,90,634,213,230,1,13,14,0,9.645364282325891,8.173293438966228,8.844336332748933,5.393627546352362,5.8377304471659395,4.882801922586371,4.499809670330265,194,40,294,0,1,0,4,6.452048954437226,5.3612921657094255,5.438079308923196,0.0,2.5649493574615367,2.6390573296152584,0.0,11,0,4,0,0,1,0
2020-05-08,15809,3564,7093,232,345,135,90,639,214,233,1,13,14,0,9.668334677096187,8.1786387885907,8.866863661202087,5.44673737166631,5.84354441703136,4.90527477843843,4.499809670330265,359,19,158,12,2,3,0,6.459904454377535,5.365976015021851,5.4510384535657,0.0,2.5649493574615367,2.6390573296152584,0.0,5,1,3,0,0,0,0
2020-05-09,15854,3581,7166,235,345,135,90,645,215,238,1,13,14,0,9.671177113397102,8.183397369998433,8.8771028978649,5.459585514144159,5.84354441703136,4.90527477843843,4.499809670330265,45,17,73,3,0,0,0,6.4692503167957724,5.3706380281276624,5.472270673671475,0.0,2.5649493574615367,2.6390573296152584,0.0,6,1,5,0,0,0,0
2020-05-10,15952,3581,7242,235,346,135,90,648,216,243,1,13,14,0,9.67733949220162,8.183397369998433,8.887652690325586,5.459585514144159,5.846438775057725,4.90527477843843,4.499809670330265,98,0,76,0,1,0,0,6.473890696352274,5.375278407684165,5.493061443340548,0.0,2.5649493574615367,2.6390573296152584,0.0,3,1,5,0,0,0,0
2020-05-11,16008,3545,7316,237,348,135,90,651,216,248,1,14,14,0,9.68084387626357,8.173293438966228,8.897819009510757,5.4680601411351315,5.8522024797744745,4.90527477843843,4.499809670330265,56,-36,74,2,2,0,0,6.478509642208569,5.375278407684165,5.5134287461649825,0.0,2.6390573296152584,2.6390573296152584,0.0,3,0,5,0,1,0,0
2020-05-12,16053,3553,7494,238,350,135,90,660,219,254,1,14,15,0,9.683651026979414,8.175547596021026,8.921857979353632,5.472270673671475,5.857933154483459,4.90527477843843,4.499809670330265,45,8,178,1,2,0,0,6.492239835020471,5.389071729816501,5.537334267018537,0.0,2.6390573296152584,2.70805020110221,0.0,9,3,6,0,0,1,0
2020-05-13,16112,3559,7647,238,351,135,90,667,221,257,1,14,15,0,9.687319614958344,8.177234885510194,8.942068693044225,5.472270673671475,5.860786223465865,4.90527477843843,4.499809670330265,59,6,153,0,1,0,0,6.502790045915623,5.3981627015177525,5.54907608489522,0.0,2.6390573296152584,2.70805020110221,0.0,7,2,3,0,0,0,0
2020-05-14,16166,3569,7767,238,354,135,90,674,221,259,1,14,15,0,9.69066555029379,8.18004072349016,8.957639268419648,5.472270673671475,5.869296913133774,4.90527477843843,4.499809670330265,54,10,120,0,3,0,0,6.513230110912307,5.3981627015177525,5.556828061699537,0.0,2.6390573296152584,2.70805020110221,0.0,7,0,2,0,0,0,0
2020-05-15,16214,3598,7951,240,355,135,90,677,221,262,1,14,15,0,9.693630345547652,8.188133414510478,8.981052985901483,5.480638923341991,5.872117789475416,4.90527477843843,4.499809670330265,48,29,184,2,1,0,0,6.517671272912275,5.3981627015177525,5.568344503761097,0.0,2.6390573296152584,2.70805020110221,0.0,3,0,3,0,0,0,0
2020-05-16,16282,3609,8097,241,356,135,90,684,221,267,1,15,15,0,9.697815482133922,8.19118600464279,8.999248901686114,5.484796933490655,5.87493073085203,4.90527477843843,4.499809670330265,68,11,146,1,1,0,0,6.52795791762255,5.3981627015177525,5.58724865840025,0.0,2.70805020110221,2.70805020110221,0.0,7,0,5,0,1,0,0
