,city,"p, d, q","P, D, Q, m",aic
233,Norte,"(2, 0, 0)","(2, 1, 2, 15)",3146.1431549352023
234,Norte,"(2, 0, 1)","(0, 0, 0, 15)",1388.6870165205069
235,Norte,"(2, 0, 1)","(0, 0, 1, 15)",1221.6871664134098
236,Norte,"(2, 0, 1)","(0, 0, 2, 15)",3406.263401330395
237,Norte,"(2, 0, 1)","(0, 1, 0, 15)",1268.6288369149656
238,Norte,"(2, 0, 1)","(0, 1, 1, 15)",1049.8923796348897
239,Norte,"(2, 0, 1)","(0, 1, 2, 15)",3074.074918224545
240,Norte,"(2, 0, 1)","(1, 0, 0, 15)",1221.636378344518
241,Norte,"(2, 0, 1)","(1, 0, 1, 15)",1219.2624981621052
242,Norte,"(2, 0, 1)","(1, 0, 2, 15)",3393.6908363218568
243,Norte,"(2, 0, 1)","(1, 1, 0, 15)",1069.0023399475128
244,Norte,"(2, 0, 1)","(1, 1, 1, 15)",1051.86857874237
245,Norte,"(2, 0, 1)","(1, 1, 2, 15)",2698.9269288724586
246,Norte,"(2, 0, 1)","(2, 0, 0, 15)",1021.4012562890458
247,Norte,"(2, 0, 1)","(2, 0, 1, 15)",1015.8259071889463
248,Norte,"(2, 0, 1)","(2, 0, 2, 15)",3391.209957548758
249,Norte,"(2, 0, 1)","(2, 1, 0, 15)",844.7656978498203
250,Norte,"(2, 0, 1)","(2, 1, 1, 15)",844.3958898762542
251,Norte,"(2, 0, 1)","(2, 1, 2, 15)",2966.187560557012
252,Norte,"(2, 0, 2)","(0, 0, 0, 15)",1380.7010512214367
253,Norte,"(2, 0, 2)","(0, 0, 1, 15)",1207.6452451571029
254,Norte,"(2, 0, 2)","(0, 0, 2, 15)",
255,Norte,"(2, 0, 2)","(0, 1, 0, 15)",1255.1023215752168
256,Norte,"(2, 0, 2)","(0, 1, 1, 15)",1037.0417208864535
257,Norte,"(2, 0, 2)","(0, 1, 2, 15)",2709.166006010171
258,Norte,"(2, 0, 2)","(1, 0, 0, 15)",1219.7899284157534
259,Norte,"(2, 0, 2)","(1, 0, 1, 15)",1202.7222423809778
260,Norte,"(2, 0, 2)","(1, 0, 2, 15)",
261,Norte,"(2, 0, 2)","(1, 1, 0, 15)",1066.361771273738
262,Norte,"(2, 0, 2)","(1, 1, 1, 15)",1038.89691672049
263,Norte,"(2, 0, 2)","(1, 1, 2, 15)",2581.0128436327486
264,Norte,"(2, 0, 2)","(2, 0, 0, 15)",1017.0580683244978
265,Norte,"(2, 0, 2)","(2, 0, 1, 15)",1015.7986200583064
266,Norte,"(2, 0, 2)","(2, 0, 2, 15)",
267,Norte,"(2, 0, 2)","(2, 1, 0, 15)",839.4233376418254
268,Norte,"(2, 0, 2)","(2, 1, 1, 15)",839.0330071226728
269,Norte,"(2, 0, 2)","(2, 1, 2, 15)",2602.6195544090056
270,Norte,"(2, 1, 0)","(0, 0, 0, 15)",1380.771195785892
271,Norte,"(2, 1, 0)","(0, 0, 1, 15)",1224.3852506973913
272,Norte,"(2, 1, 0)","(0, 0, 2, 15)",2591.110580448662
273,Norte,"(2, 1, 0)","(0, 1, 0, 15)",1264.8414196607357
274,Norte,"(2, 1, 0)","(0, 1, 1, 15)",1056.959769783087
275,Norte,"(2, 1, 0)","(0, 1, 2, 15)",2871.191817473494
276,Norte,"(2, 1, 0)","(1, 0, 0, 15)",1213.0346284839482
277,Norte,"(2, 1, 0)","(1, 0, 1, 15)",1215.029221702425
278,Norte,"(2, 1, 0)","(1, 0, 2, 15)",2728.4392561528252
279,Norte,"(2, 1, 0)","(1, 1, 0, 15)",1066.0801774913684
280,Norte,"(2, 1, 0)","(1, 1, 1, 15)",1047.2565038630216
281,Norte,"(2, 1, 0)","(1, 1, 2, 15)",2297.9527200246107
282,Norte,"(2, 1, 0)","(2, 0, 0, 15)",1033.2746006556094
283,Norte,"(2, 1, 0)","(2, 0, 1, 15)",1023.2852707282526
284,Norte,"(2, 1, 0)","(2, 0, 2, 15)",5751.531199121768
285,Norte,"(2, 1, 0)","(2, 1, 0, 15)",840.5475985401939
286,Norte,"(2, 1, 0)","(2, 1, 1, 15)",841.7940049296359
287,Norte,"(2, 1, 0)","(2, 1, 2, 15)",2584.4016788372705
288,Norte,"(2, 1, 1)","(0, 0, 0, 15)",1378.039310421257
289,Norte,"(2, 1, 1)","(0, 0, 1, 15)",1210.4086343216184
290,Norte,"(2, 1, 1)","(0, 0, 2, 15)",5785.775806782318
291,Norte,"(2, 1, 1)","(0, 1, 0, 15)",1260.9767337745322
292,Norte,"(2, 1, 1)","(0, 1, 1, 15)",1041.5163904578524
293,Norte,"(2, 1, 1)","(0, 1, 2, 15)",5160.4615135630675
294,Norte,"(2, 1, 1)","(1, 0, 0, 15)",1210.3641743836893
295,Norte,"(2, 1, 1)","(1, 0, 1, 15)",1212.3629031507987
296,Norte,"(2, 1, 1)","(1, 0, 2, 15)",
297,Norte,"(2, 1, 1)","(1, 1, 0, 15)",1066.3917200501253
298,Norte,"(2, 1, 1)","(1, 1, 1, 15)",1050.9648287261796
299,Norte,"(2, 1, 1)","(1, 1, 2, 15)",
300,Norte,"(2, 1, 1)","(2, 0, 0, 15)",1025.0519948668648
301,Norte,"(2, 1, 1)","(2, 0, 1, 15)",1020.2983287576612
302,Norte,"(2, 1, 1)","(2, 0, 2, 15)",5755.030180786051
303,Norte,"(2, 1, 1)","(2, 1, 0, 15)",834.4730807912429
304,Norte,"(2, 1, 1)","(2, 1, 1, 15)",843.9300806928748
305,Norte,"(2, 1, 1)","(2, 1, 2, 15)",
306,Norte,"(2, 1, 2)","(0, 0, 0, 15)",1365.8271447054585
307,Norte,"(2, 1, 2)","(0, 0, 1, 15)",1196.0211005854069
308,Norte,"(2, 1, 2)","(0, 0, 2, 15)",5725.586233975238
309,Norte,"(2, 1, 2)","(0, 1, 0, 15)",1244.2049071687495
310,Norte,"(2, 1, 2)","(0, 1, 1, 15)",1024.8405836265765
311,Norte,"(2, 1, 2)","(0, 1, 2, 15)",4958.163654850161
312,Norte,"(2, 1, 2)","(1, 0, 0, 15)",1207.795825504652
313,Norte,"(2, 1, 2)","(1, 0, 1, 15)",1190.2719620682028
314,Norte,"(2, 1, 2)","(1, 0, 2, 15)",5723.289072405358
315,Norte,"(2, 1, 2)","(1, 1, 0, 15)",1060.2633657373879
316,Norte,"(2, 1, 2)","(1, 1, 1, 15)",1026.7045418125172
317,Norte,"(2, 1, 2)","(1, 1, 2, 15)",
318,Norte,"(2, 1, 2)","(2, 0, 0, 15)",1021.0023936693274
319,Norte,"(2, 1, 2)","(2, 0, 1, 15)",1011.0334529289663
320,Norte,"(2, 1, 2)","(2, 0, 2, 15)",5687.55729627287
321,Norte,"(2, 1, 2)","(2, 1, 0, 15)",827.2993089223295
322,Norte,"(2, 1, 2)","(2, 1, 1, 15)",831.1238448976378
323,Norte,"(2, 1, 2)","(2, 1, 2, 15)",5062.499948052891
