,city,"p, d, q","P, D, Q, m",aic
239,Alentejo,"(2, 0, 1)","(0, 1, 2, 15)",4656.4320263421005
240,Alentejo,"(2, 0, 1)","(1, 0, 0, 15)",680.7001767028003
241,Alentejo,"(2, 0, 1)","(1, 0, 1, 15)",682.6996754912931
242,Alentejo,"(2, 0, 1)","(1, 0, 2, 15)",6281.826431911511
243,Alentejo,"(2, 0, 1)","(1, 1, 0, 15)",604.503731957008
244,Alentejo,"(2, 0, 1)","(1, 1, 1, 15)",599.5962933243457
245,Alentejo,"(2, 0, 1)","(1, 1, 2, 15)",2938.7115071408534
246,Alentejo,"(2, 0, 1)","(2, 0, 0, 15)",593.166837889341
247,Alentejo,"(2, 0, 1)","(2, 0, 1, 15)",593.5525880936007
248,Alentejo,"(2, 0, 1)","(2, 0, 2, 15)",6189.916038098258
249,Alentejo,"(2, 0, 1)","(2, 1, 0, 15)",495.09260255363057
250,Alentejo,"(2, 0, 1)","(2, 1, 1, 15)",497.02837227291656
251,Alentejo,"(2, 0, 1)","(2, 1, 2, 15)",2696.6898630869186
252,Alentejo,"(2, 0, 2)","(0, 0, 0, 15)",760.4753430003929
253,Alentejo,"(2, 0, 2)","(0, 0, 1, 15)",676.6261374513517
254,Alentejo,"(2, 0, 2)","(0, 0, 2, 15)",2280.8015863701903
255,Alentejo,"(2, 0, 2)","(0, 1, 0, 15)",697.5837185939329
256,Alentejo,"(2, 0, 2)","(0, 1, 1, 15)",591.2430122020262
257,Alentejo,"(2, 0, 2)","(0, 1, 2, 15)",4839.4859250861255
258,Alentejo,"(2, 0, 2)","(1, 0, 0, 15)",682.3347604057125
259,Alentejo,"(2, 0, 2)","(1, 0, 1, 15)",678.5593384750424
260,Alentejo,"(2, 0, 2)","(1, 0, 2, 15)",7432.187673468934
261,Alentejo,"(2, 0, 2)","(1, 1, 0, 15)",605.5523638265336
262,Alentejo,"(2, 0, 2)","(1, 1, 1, 15)",594.7967849284427
263,Alentejo,"(2, 0, 2)","(1, 1, 2, 15)",3385.206123845837
264,Alentejo,"(2, 0, 2)","(2, 0, 0, 15)",594.7746587965777
265,Alentejo,"(2, 0, 2)","(2, 0, 1, 15)",595.5226463617672
266,Alentejo,"(2, 0, 2)","(2, 0, 2, 15)",5439.844920706265
267,Alentejo,"(2, 0, 2)","(2, 1, 0, 15)",496.65100191134684
268,Alentejo,"(2, 0, 2)","(2, 1, 1, 15)",498.6052829548263
269,Alentejo,"(2, 0, 2)","(2, 1, 2, 15)",2899.063324140414
270,Alentejo,"(2, 1, 0)","(0, 0, 0, 15)",758.1896154717884
271,Alentejo,"(2, 1, 0)","(0, 0, 1, 15)",679.8250446193712
272,Alentejo,"(2, 1, 0)","(0, 0, 2, 15)",3475.247852403968
273,Alentejo,"(2, 1, 0)","(0, 1, 0, 15)",703.2120516953136
274,Alentejo,"(2, 1, 0)","(0, 1, 1, 15)",596.5133941655556
275,Alentejo,"(2, 1, 0)","(0, 1, 2, 15)",2999.447959204763
276,Alentejo,"(2, 1, 0)","(1, 0, 0, 15)",673.9748815544324
277,Alentejo,"(2, 1, 0)","(1, 0, 1, 15)",675.9729256274793
278,Alentejo,"(2, 1, 0)","(1, 0, 2, 15)",3470.2602276135976
279,Alentejo,"(2, 1, 0)","(1, 1, 0, 15)",601.2081362573173
280,Alentejo,"(2, 1, 0)","(1, 1, 1, 15)",595.2695347094051
281,Alentejo,"(2, 1, 0)","(1, 1, 2, 15)",3062.7715076148565
282,Alentejo,"(2, 1, 0)","(2, 0, 0, 15)",586.1212427648104
283,Alentejo,"(2, 1, 0)","(2, 0, 1, 15)",586.307707667612
284,Alentejo,"(2, 1, 0)","(2, 0, 2, 15)",3924.5053624417646
285,Alentejo,"(2, 1, 0)","(2, 1, 0, 15)",488.12165372507627
286,Alentejo,"(2, 1, 0)","(2, 1, 1, 15)",490.012152660104
287,Alentejo,"(2, 1, 0)","(2, 1, 2, 15)",2997.5253448061094
288,Alentejo,"(2, 1, 1)","(0, 0, 0, 15)",759.8439949960994
289,Alentejo,"(2, 1, 1)","(0, 0, 1, 15)",673.8779143564072
290,Alentejo,"(2, 1, 1)","(0, 0, 2, 15)",
291,Alentejo,"(2, 1, 1)","(0, 1, 0, 15)",698.8029394011891
292,Alentejo,"(2, 1, 1)","(0, 1, 1, 15)",589.990078903852
293,Alentejo,"(2, 1, 1)","(0, 1, 2, 15)",
294,Alentejo,"(2, 1, 1)","(1, 0, 0, 15)",674.0473886710711
295,Alentejo,"(2, 1, 1)","(1, 0, 1, 15)",675.8749355092305
296,Alentejo,"(2, 1, 1)","(1, 0, 2, 15)",5921.37607611233
297,Alentejo,"(2, 1, 1)","(1, 1, 0, 15)",598.3059450483639
298,Alentejo,"(2, 1, 1)","(1, 1, 1, 15)",594.6224614907946
299,Alentejo,"(2, 1, 1)","(1, 1, 2, 15)",5017.951615418634
300,Alentejo,"(2, 1, 1)","(2, 0, 0, 15)",586.2491879391825
301,Alentejo,"(2, 1, 1)","(2, 0, 1, 15)",587.1359442899094
302,Alentejo,"(2, 1, 1)","(2, 0, 2, 15)",
303,Alentejo,"(2, 1, 1)","(2, 1, 0, 15)",489.1949293113458
304,Alentejo,"(2, 1, 1)","(2, 1, 1, 15)",491.0135659496283
305,Alentejo,"(2, 1, 1)","(2, 1, 2, 15)",
306,Alentejo,"(2, 1, 2)","(0, 0, 0, 15)",753.2962881981318
307,Alentejo,"(2, 1, 2)","(0, 0, 1, 15)",669.4945631907432
308,Alentejo,"(2, 1, 2)","(0, 0, 2, 15)",3386.3340460677246
309,Alentejo,"(2, 1, 2)","(0, 1, 0, 15)",694.0535632463047
310,Alentejo,"(2, 1, 2)","(0, 1, 1, 15)",585.420254581029
311,Alentejo,"(2, 1, 2)","(0, 1, 2, 15)",2483.275346108601
312,Alentejo,"(2, 1, 2)","(1, 0, 0, 15)",675.4089575138446
313,Alentejo,"(2, 1, 2)","(1, 0, 1, 15)",671.4238116228732
314,Alentejo,"(2, 1, 2)","(1, 0, 2, 15)",3381.525081672404
315,Alentejo,"(2, 1, 2)","(1, 1, 0, 15)",599.7514535362176
316,Alentejo,"(2, 1, 2)","(1, 1, 1, 15)",589.8770458711007
317,Alentejo,"(2, 1, 2)","(1, 1, 2, 15)",2544.2483508147384
318,Alentejo,"(2, 1, 2)","(2, 0, 0, 15)",587.6974425312729
319,Alentejo,"(2, 1, 2)","(2, 0, 1, 15)",588.6123142714691
320,Alentejo,"(2, 1, 2)","(2, 0, 2, 15)",3366.503379050687
321,Alentejo,"(2, 1, 2)","(2, 1, 0, 15)",490.91711159082126
322,Alentejo,"(2, 1, 2)","(2, 1, 1, 15)",492.71223099676547
323,Alentejo,"(2, 1, 2)","(2, 1, 2, 15)",2526.7983925101557
